exp_date,52W_high,52W_low,52W_pct_chg,futures_price,implied_rate
2028-03-31,97.025,95.79,0.64,96.795,3.2049999999999983
2028-04-28,96.985,95.75,0.64,96.755,3.2450000000000045
2028-05-31,96.96,95.725,0.65,96.73,3.269999999999996
2028-06-30,96.94,95.705,0.65,96.71,3.2900000000000063
2028-07-31,96.92,95.685,0.65,96.69,3.3100000000000023
2028-08-31,96.84,95.605,0.65,96.61,3.3900000000000006
2028-09-29,96.84,95.605,0.65,96.61,3.3900000000000006
2028-10-31,96.835,95.6,0.65,96.605,3.394999999999996
2028-11-30,96.815,95.58,0.65,96.585,3.4150000000000063
2028-12-29,96.795,95.56,0.65,96.565,3.4350000000000023
2029-01-31,96.78,95.545,0.65,96.55,3.450000000000003
2029-02-28,96.765,95.53,0.65,96.535,3.4650000000000034
2029-03-29,96.75,95.515,0.65,96.52,3.480000000000004
2029-04-30,96.71,95.475,0.65,96.48,3.519999999999996
2029-05-31,96.685,95.45,0.65,96.455,3.5450000000000017
2029-06-29,96.665,95.43,0.65,96.435,3.5649999999999977
2029-07-31,96.645,95.41,0.65,96.415,3.5849999999999937
2029-08-31,96.565,95.33,0.65,96.335,3.6650000000000063
2029-09-28,96.565,95.33,0.65,96.335,3.6650000000000063
2029-10-31,96.56,95.325,0.65,96.33,3.6700000000000017
2029-11-30,96.54,95.305,0.65,96.31,3.6899999999999977
2029-12-31,96.52,95.285,0.85,96.29,3.7099999999999937
2030-01-31,96.505,95.275,0.84,96.275,3.7249999999999943
2030-02-28,96.49,95.695,0.5,96.26,3.739999999999995
2030-03-29,96.475,95.69,0.37,96.245,3.7549999999999955
2030-04-30,96.435,95.65,0.06,96.205,3.7950000000000017
2030-05-31,96.41,95.735,0.3,96.18,3.819999999999993
2030-06-28,96.39,95.86,0.04,96.16,3.8400000000000034
2030-07-31,96.37,95.925,0.22,96.14,3.8599999999999994
2030-08-30,96.29,95.96,-0.06,96.06,3.9399999999999977
2030-09-30,96.29,96.045,0.02,96.06,3.9399999999999977
2030-10-31,96.055,96.055,0.0,96.055,3.944999999999993
,,,,,
