,exp_date,52W_high,52W_low,52W_pct_chg,futures_price,implied_rate,implied_rate_diff
491,2029-09-01,96.565,95.33,0.65,96.335,3.6650000000000063,0.0
492,2029-10-01,96.56,95.325,0.65,96.33,3.6700000000000017,0.0049999999999954525
493,2029-11-01,96.54,95.305,0.65,96.31,3.6899999999999977,0.01999999999999602
494,2029-12-01,96.52,95.285,0.85,96.29,3.7099999999999937,0.01999999999999602
495,2030-01-01,96.505,95.275,0.84,96.275,3.7249999999999943,0.015000000000000568
496,2030-02-01,96.49,95.695,0.5,96.26,3.739999999999995,0.015000000000000568
497,2030-03-01,96.475,95.69,0.37,96.245,3.754999999999995,0.015000000000000124
498,2030-04-01,96.435,95.65,0.06,96.205,3.7950000000000017,0.0400000000000067
499,2030-05-01,96.41,95.735,0.3,96.18,3.819999999999993,0.024999999999991473
500,2030-06-01,96.39,95.86,0.04,96.16,3.8400000000000034,0.020000000000010232
501,2030-07-01,96.37,95.925,0.22,96.14,3.859999999999999,0.019999999999995577
502,2030-08-01,96.29,95.96,-0.06,96.06,3.9399999999999977,0.07999999999999874
503,2030-09-01,96.29,96.045,0.02,96.06,3.9399999999999977,0.0
504,2030-10-01,96.055,96.055,0.0,96.055,3.944999999999993,0.0049999999999954525
505,,,,,,,
